point,t1,t2,aud,cad,chf,eur,gbp,jpy,nzd,sek,usd
15y15y,15,30,4.150854860757579,3.4609390724913327,1.2868552918873166,2.1775552115894694,3.812293217255225,1.8278522439527471,4.888840205304299,2.3571893022644974,3.4518850217760666
16y1y,16,17,4.602194200247837,4.0104450585385605,1.453059533960279,2.5529503488226344,3.9619882678256726,1.9457771598003417,4.965310512679428,2.690768386694787,3.823279886822286
16y2y,16,18,4.56004813037429,3.971392801191811,1.441114507452772,2.5049061434429603,3.947421669932896,1.9625768941480481,4.9799287565545,2.6492592234914523,3.7938545695074217
16y3y,16,19,4.516192102422565,3.92742040214714,1.428615132502652,2.4593540956052,3.9338273049841352,1.971180380297709,4.988570782106155,2.6073472215236704,3.761760762683672
16y4y,16,20,4.471185012250045,3.87852651891346,1.415786823644764,2.4173098728228872,3.921675013173221,1.9707864264245922,4.990351892621466,2.565544684611186,3.7270230251087146
16y5y,16,21,4.425717191799477,3.825374493031566,1.4027581091251453,2.3793011571299085,3.9110512087548637,1.9616576143160116,4.985287313520447,2.5245946104424997,3.6900832246676223
16y6y,16,22,4.3808709067592595,3.770612324999445,1.3893683642958983,2.3443974853668137,3.9008979062042455,1.9472304890982741,4.976077559943538,2.485928215221345,3.652628760342433
16y7y,16,23,4.337622107354395,3.71634743748918,1.3755358605936574,2.312066048704084,3.8904693073160126,1.9300733699091692,4.9646901895232896,2.4507893985206195,3.616007538409411
16y8y,16,24,4.296833008986627,3.664109053628743,1.3612632551343675,2.282199571437583,3.8793535327110376,1.9118271201185488,4.952308986734336,2.4202216168369466,3.5812042906517827
16y9y,16,25,4.259315553910257,3.6151698854341365,1.3465907146485092,2.254879988711013,3.8672870956493894,1.8937204643854635,4.939769410893486,2.3951793406760093,3.549042441571245
16y10y,16,26,4.225518521265327,3.570277369722008,1.3316148921505098,2.230085439110569,3.8541997178385676,1.8766340738639424,4.92764797651855,2.376025515917276,3.5199648114030437
16y11y,16,27,4.194675421456428,3.5286973714253516,1.3165767074783201,2.2071405423413144,3.840484439505834,1.8608317256316402,4.916124978914733,2.3611552094608137,3.4933043761985645
16y12y,16,28,4.16600435491068,3.4896462012408223,1.3017238788269885,2.1853955613766187,3.8265604582059862,1.8465088520710764,4.90532354886004,2.3489374767797515,3.4683619950106888
16y13y,16,29,4.138954058923246,3.452591786239449,1.2872815396911663,2.1643574129742493,3.812778576350974,1.8339197209240983,4.895391857984918,2.3381137828579828,3.4446317760397487
16y14y,16,30,4.113121533163561,3.417163813210188,1.2734603199931973,2.1436337026883523,3.7994456463227584,1.8233564311259947,4.886494179371896,2.327664994044041,3.4217320547515606
17y1y,17,18,4.5179020605007585,3.932340543845067,1.4291694809452753,2.456861938063284,3.932855072040115,1.9793766284957721,4.994547000429554,2.607750060288129,3.764429252192543
17y2y,17,19,4.473191053509932,3.885908073951431,1.4163929317738393,2.4125559689964917,3.9197468235633615,1.9838819905463945,5.000200916819509,2.5656366389381127,3.73100120061435
17y3y,17,20,4.427515282917451,3.834553672371767,1.4033625868729294,2.372096380822977,3.9082372616223973,1.97912284863268,4.99869901926881,2.5238034505833133,3.6949374045375203
17y4y,17,21,4.3815979396873885,3.7791068516548196,1.3901827529163586,2.3358888592067304,3.8983169439871554,1.9656277279449328,4.990281513730702,2.483051166379428,3.656784059128952
17y5y,17,22,4.336606248061546,3.72264577829162,1.3766301303630204,2.3026869126756524,3.8886798338799573,1.9475211549578617,4.978230969396357,2.4449601809266537,3.61849853504646
17y6y,17,23,4.293526758538823,3.667331167314282,1.3626152483658887,2.2719186653509915,3.8785494805644007,1.927456071593976,4.964586802330598,2.4107929004915887,3.581462147007266
17y7y,17,24,4.2532099816635975,3.6146324814987687,1.3481495010163795,2.2435208889540053,3.8675485705518033,1.9069771144497236,4.950451625885037,2.381572078285826,3.5466220626274225
17y8y,17,25,4.2164557231180595,3.565760488796083,1.3332821122345384,2.217621193697061,3.8554494491273514,1.8872133774586055,4.936576773170244,2.35823070992366,3.514762760914864
17y9y,17,26,4.183665668045047,3.5213698487423915,1.3181210430605355,2.194211560253674,3.842223212284443,1.8689515087598985,4.923463250278451,2.3410540858308844,3.48626313635646
17y10y,17,27,4.153923543577289,3.4805226027140304,1.3029284248301243,2.172559561693183,3.8283340566738504,1.85233718221477,4.911206425538263,2.328193891737416,3.4603068251361924
17y11y,17,28,4.126350732607303,3.4423008505773915,1.287966091996691,2.151981489790617,3.8142488391496503,1.8374844604593246,4.899870188512822,2.3178619395147484,3.436096732118725
17y12y,17,29,4.1003507138128645,3.406104013547856,1.2734667068354077,2.1319746683202174,3.8003444353947473,1.8245982676844112,4.88956530342704,2.3087258992049153,3.4130777668078705
17y13y,17,30,4.075500558772464,3.371526794338776,1.2596449958418836,2.112147806831869,3.786942367745611,1.813939451997199,4.880431384502085,2.299733963840137,3.390843759976889
18y1y,18,19,4.428480046519106,3.8394756040577787,1.403616382602399,2.368249999929686,3.9066385750866064,1.9883873525970326,5.005854833209467,2.5235232175881004,3.6975731490361534
18y2y,18,20,4.382321894125794,3.7856602366351124,1.3904591398367563,2.329713602202818,3.89592835641354,1.9789959587011332,5.000775028688432,2.4818301457309144,3.660191480710001
18y3y,18,21,4.336163232749602,3.7280289542580696,1.3771871769067268,2.2955644995878766,3.8868042346361715,1.9610447610946533,4.988859684831082,2.441484868409866,3.620902328107755
18y4y,18,22,4.291282294951744,3.670222086903258,1.3634952927174568,2.2641431563287435,3.8776360243399157,1.9395572865733857,4.9741519616380545,2.404262711086291,3.5820158557599373
18y5y,18,23,4.2486516981464355,3.6143292920081254,1.3493044018500109,2.2349300108085353,3.867688362269259,1.9170719602136166,4.958594762710809,2.3714014685322846,3.544868725970207
18y6y,18,24,4.20909463519074,3.561681137774384,1.334646171028233,2.2079640474357887,3.856664153637083,1.8949105287753838,4.943102396794282,2.343875747952108,3.5103208643665686
18y7y,18,25,4.173391960634818,3.5133919095033703,1.3195839167044336,2.1834439445018865,3.8443915029969564,1.8740471987390113,4.928295312133199,2.3225850884430232,3.4790961193037657
18y8y,18,26,4.1418861189880865,3.469998511854554,1.304239988324944,2.161380263027472,3.830894229814983,1.855148368792917,4.914577781509563,2.3077170890237317,3.451492371876948
18y9y,18,27,4.113481486141347,3.4303206092550256,1.2889016408173306,2.1409704087631707,3.8167206105220424,1.8382216881835483,4.9019463616614525,2.297132095231782,3.4265154443521526
